artist,songs,Clusters
Mac Miller,Just a Kid,1
Mac Miller,All This,2
Lil Uzi Vert,GLOCK IN MY PURSE,0
Lil Uzi Vert,ISSA HIT,0
Rod Wave,Stone Rolling,0
Kodak Black,I Wish,3
Cash Kidd,"See You (feat. Icewear Vezzo, Rio Da Yung OG, Lavier & Sterl Gotti)",5
YoungBoy Never Broke Again,Smoke Strong,3
NAV,Never Sleep (with Lil Baby feat. Travis Scott),7
ShittyBoyz,Going Hyphy,5
Lil Double 0,Arabia,3
Meek Mill,1942 Flows,0
Lil Double 0,Perk Talk,5
Drego & Beno,"Slimed Out (feat. Dam Jon Boi, Damedot, BandGang Lonnie Bands, BandGang Masoe, BandGang Paid Will, ShredGang Mone, ShredGang Horse & ShredGang Strapp)",5
Solowke,Outta Sight Outta Mind,2
Jugg Harden,Get The Blicky,5
Jugg Harden,Rude And Ugly,5
Jugg Harden,4eva Juggin’,5
Jugg Harden,Space Ship,5
Jugg Harden,What’s The Word,5
Jugg Harden,Coach Harden,5
Jugg Harden,How Yo Bitch Sound,5
Jugg Harden,The Money,5
Cash Kidd,Unappreciated (feat. Sada Baby),5
Rick Ross,Sanctified,0
2 Chainz,Rolls Royce Bitch,7
Steve Lacy,C U Girl,6
Mac Miller,So It Goes,6
Mac Miller,Programs,3
Mac Miller,"God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",6
Icewear Vezzo,It's All on U,4
DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),0
ShittyBoyz,Zeke & Luther (feat. Tae Retro),3
ShittyBoyz,WWE,4
ShittyBoyz,Video Games,1
ShittyBoyz,Lion-Hearted,3
ShittyBoyz,Turnt Shit 2 (feat. Trl),0
ShittyBoyz,GGG,3
YoungBoy Never Broke Again,I Know,6
YoungBoy Never Broke Again,Hold Your Own,1
YoungBoy Never Broke Again,Umm Hmm,0
YoungBoy Never Broke Again,My Time,3
YoungBoy Never Broke Again,Free Dem 5's,7
YoungBoy Never Broke Again,My Go To (feat. Kehlani),6
YoungBoy Never Broke Again,Lost Soul Survivor,3
YoungBoy Never Broke Again,Fuck Da Industry,3
YoungBoy Never Broke Again,Kamikaze,2
YoungBoy Never Broke Again,Home Ain't Home (feat. Rod Wave),7
YoungBoy Never Broke Again,7 Days,1
JID,Dance Now (with Kenny Mason),5
Damjonboi,Gohan,0
Damjonboi,Rare Form,0
Damjonboi,Sober flow,5
Damjonboi,Young Nigga,0
Damjonboi,More money more problems,5
Baby Smoove,Raw Sippa,0
Cordae,So With That,1
Cordae,Unacceptable,7
Young Nudy,Nun To Do,0
Young Nudy,KitKat,7
Young Nudy,Fresh As Fuck,7
Young Nudy,Ready,5
Young Nudy,Project X,5
The Game,"Fortunate (Feat. Kanye West, Dreezy & CHILLER)",7
The Game,Burnin' Checks (Feat. Fivio Foreign),7
The Game,Heart Vs. Mind,2
The Game,No Man Falls (Feat. Pusha T & 2 Chainz),2
The Game,Chrome Slugs & Harmony (Feat. Lil Wayne & G Herbo),0
The Game,Money Cash Clothes (Feat. A$AP Rocky),1
The Game,The Black Slim Shady,1
Rod Wave,Alone,6
Rod Wave,Yungen (feat. Jack Harlow),2
Rod Wave,I Know It,0
Rod Wave,Forever,6
Rod Wave,No Deal,5
Rod Wave,Quiet Storm (feat. December Joy),6
Rod Wave,Rockstar Heart,6
Rod Wave,Time Kills (Love Birds),0
Rod Wave,Keep Going,1
Rod Wave,Mafia,4
Rod Wave,Me vs. The World,3
Rod Wave,Pieces,0
Rod Wave,Everything,1
Rod Wave,Married Next Year,2
Rod Wave,By Your Side,0
Eslabon Armado,Ando Más Que Mal,0
Eslabon Armado,SI SUPIERAS,7
Peezy,I Told Her (feat. G Herbo),7
Peezy,Intro,7
Peezy,Hustler Vs. Scammer,1
Peezy,Shoot Outs Out The Lamb,2
Peezy,Top Back In The Winter,2
Peezy,Ratchet (feat. Tay B),7
Peezy,Cruise,3
Peezy,2 Million Up,5
Peezy,I'll Wait,1
Offset,54321,3
Pi’erre Bourne,42,0
Future,Plastic,0
Lil Baby,Get Money,2
Kota the Friend,Mi Casa,4
Cordae,Wintertime,5
JID,Raydar,2
JID,Crack Sandwich,3
JID,Can’t Punk Me (feat. EARTHGANG),1
JID,Kody Blu 31,4
JID,Bruddanem (feat. Lil Durk),6
JID,Sistanem,3
JID,Can’t Make U Change (feat. Ari Lennox),0
JID,Stars (feat. Yasiin Bey),6
JID,Just In Time (feat. Lil Wayne & Kenny Mason),5
JID,Money,1
JID,Lauder Too (feat. Ravyn Lenae & Eryn Allen Kane),6
DJ Khaled,"GOD DID (feat. Rick Ross, Lil Wayne, Jay-Z, John Legend & Fridayy)",1
DJ Khaled,USE THIS GOSPEL (feat. Kanye West & Eminem) - REMIX,4
DJ Khaled,"KEEP GOING (feat. Lil Durk, 21 Savage & Roddy Ricch)",3
Joey Bada$$,Let It Breathe,1
DJ Khaled,PARTY (feat. Quavo & Takeoff),0
DJ Khaled,BEAUTIFUL (feat. Future & SZA),2
DJ Khaled,IT AIN'T SAFE (feat. Nardo Wick & Kodak Black),7
DJ Khaled,LET'S PRAY (feat. Don Toliver & Travis Scott),0
DJ Khaled,WAY PAST LUCK (feat. 21 Savage),4
DJ Khaled,Juice WRLD DID (feat. Juice WRLD),3
Lil Tjay,Beat the Odds,1
Lil Skies,The Clique,2
Gucci Mane,Blessings (feat. Yo Gotti & Jadakiss),0
Lil Baby,Detox,5
Freddie Gibbs,Too Much (feat. Moneybagg Yo),7
Rod Wave,Popular Loner,7
G Herbo,"Me, Myself & I (with A Boogie wit da Hoodie)",1
EST Gee,Shoot It Myself (feat. Future),0
NAV,Count on Me (Intro),6
NAV,Dead Shot (with Lil Uzi Vert),7
NAV,Last of the Mohicans,2
Jugg Harden,Step,5
G Herbo,Blues (feat. Future),3
Kodak Black,Walk,0
Kodak Black,Spin,0
Ab-Soul,Moonshooter,2
EST Gee,Have Mercy,2
EST Gee,Hell,2
EST Gee,Come Home,1
EST Gee,I Can't Feel A Thing,2
EST Gee,Backstage Passes (feat. Jack Harlow),5
EST Gee,Bow And Say Grace,2
EST Gee,Blood,2
EST Gee,Is Heaven For A Gangsta,0
EST Gee,X,3
EST Gee,Get Em' Geeski,2
EST Gee,Double Back,2
EST Gee,Get It Going,2
EST Gee,Voices In My Head,2
EST Gee,The Realest (feat. Jeezy),3
Lil Baby,Low Down,3
Freddie Gibbs,Dark Hearted,3
Brent Faiyaz,Poison,6
Babyface Ray,Hall Of Fame,3
KrispyLife Kidd,KrispyBoat [Bonus Track],5
Rmc Mike,Starting 4,5
Rio Da Yung Og,What Do Rio Mean / Definition Of Rio,4
Rio Da Yung Og,Numbers,1
Baby Smoove,CardoGotWIngs,3
Baby Smoove,Bape,0
Babytron drasticc,Prince Of The Mitten,1
Rio Da Yung Og,Off The Chain,4
Rio Da Yung Og,MurderMitten Babies,7
Rio Da Yung Og,Old K,5
Baby Smoove,It's Up,2
Baby Smoove,Kane.Pt2,5
Baby Smoove,Absurd,1
Baby Smoove,I Cant Believe It but Its True,6
Nuez,Zombie Files,7
Rio Da Yung Og,Stay Wavy,7
Freddie Gibbs,Couldn’t Be Done (feat. Kelly Price),4
Freddie Gibbs,Pain & Strife (feat. Offset),5
Freddie Gibbs,Zipper Bagz,0
Freddie Gibbs,Lobster Omelette (feat. Rick Ross),1
Freddie Gibbs,Space Rabbit,1
Freddie Gibbs,Feel No Pain (feat. Anderson .Paak & Raekwon),7
Freddie Gibbs,Rabbit Vision,4
Freddie Gibbs,PYS (feat. DJ Paul),7
Freddie Gibbs,Gold Rings (feat. Pusha T),1
Freddie Gibbs,CIA,1
Smino,90 Proof (with J. Cole),7
Quavo,Nothing Changed,3
Icewear Vezzo,Richer,5
Lil Wayne,Hustler Musik,4
Crime Mob,Knuck If You Buck (feat. Lil' Scrappy),7
Baby,What Happened To That Boy,7
Bun B,Get Throwed,4
Slim Thug,3 Kings,1
Future,Tony Montana (feat. Drake),3
Rio Da Yung Og,Haw Thorne,5
G Herbo,FWM (with Yosohn),1
G Herbo,Flashbacks (with Jeremih),3
G Herbo,Aye (feat. Offset),7
G Herbo,Shaderoom,4
G Herbo,"4 Minutes of Hell, Pt. 6",7
G Herbo,Real Rap (with Benny The Butcher),1
G Herbo,Paid (with Essex),0
G Herbo,Shordie (with Gunna),7
G Herbo,After That,3
G Herbo,Survivor's Outro,0
YoungBoy Never Broke Again,Back on My Feet,3
YoungBoy Never Broke Again,Won’t Step On Me,7
YoungBoy Never Broke Again,Choppa On My Shoulda,3
YoungBoy Never Broke Again,It Could Go,7
YoungBoy Never Broke Again,Ampd Up (feat. Mouse On Tha Track),2
YoungBoy Never Broke Again,Head Busted,7
YoungBoy Never Broke Again,No Alarm,3
YoungBoy Never Broke Again,Hard (feat. Shy Glizzy),7
YoungBoy Never Broke Again,More Wheezy,1
YoungBoy Never Broke Again,With Us,4
Baby Smoove,Lethal Weapon,5
Baby Smoove,I Dare U,0
Baby Smoove,Tim & Ginobili,6
Baby Smoove,I Drank I Smoke,0
Baby Smoove,Bargain,6
Baby Smoove,Muffin Man,5
Baby Smoove,First Date,6
Baby Smoove,None of Me,5
Baby Smoove,Heavy Heart,6
Baby Smoove,Miss Me,2
Baby Smoove,"Sip Money, Get Lean",2
Baby Smoove,Embarrassing,0
Baby Smoove,Real Hair,4
Baby Smoove,Marathon,4
Baby Smoove,Franchise Forever,0
G Herbo,Outside Looking In,2
Lil Baby,Heyy,1
Baby Money,Moncler Bubble - Remix,7
Rome Streetz,Reversible,1
Brent Faiyaz,Clouded,6
Future,Solo,0
Lil Double 0,Good On Love (with Future),0
Lil Double 0,Fight That Switch (Walk) [with EST Gee],5
Lil Baby,Real Spill,5
Lil Baby,Stand On It,3
Lil Baby,Pop Out (feat. Nardo Wick),0
Lil Baby,California Breeze,2
Lil Baby,Perfect Timing,0
Lil Baby,Forever (feat. Fridayy),6
Lil Baby,Not Finished,0
Lil Baby,Waterfall Flow,1
Lil Baby,Everything,3
Lil Baby,From Now On (feat. Future),0
Lil Baby,Never Hating (feat. Young Thug),5
Lil Baby,Double Down,5
Lil Baby,Cost To Be Alive (feat. Rylo Rodriguez),0
Lil Baby,Top Priority,0
Lil Baby,Danger,0
Lil Baby,Stop Playin (feat. Jeremih),0
Lil Baby,FR,5
Lil Baby,Shiest Talk (feat. Pooh Shiesty),3
Lil Baby,Back and Forth (feat. EST Gee),0
Lil Baby,No Fly Zone,5
Lil Baby,Russian Roulette,1
Tee Grizzley,Foreword,0
Tee Grizzley,Jay & Twan 1,0
Tee Grizzley,Jay & Twan 2,7
Drego & Beno,Slatt Season 5,7
G Herbo,Sleepless Nights,2
G Herbo,History,0
G Herbo,Change (Gun Shots),3
G Herbo,Breathe Slow (with Young Thug),0
G Herbo,"No Guts, No Glory",7
G Herbo,Machines (with Conway),1
G Herbo,Torn,2
G Herbo,It's Something In Me,1
G Herbo,Him,1
G Herbo,Letter To Juice,0
G Herbo,All That (with Kodak Black),1
G Herbo,Remorse Outro,2
Damedot,Balacananas,3
Chief Keef,Racks Stuffed Inna Couch,1
Eminem,Ass Like That,1
Damjonboi,Olympians,5
Dee Watkins,Stop Askin (feat. Hotboii),5
Jugg Harden,Turntest In The City,5
Babyface Ray,Real Niggas Don't Rap,3
Only The Family,Turkey Season,7
Lil Baby,Freestyle,0
Baby Smoove,Risk It All,6
Only The Family,No Auto Durk,3
Baby Smoove,I'm Still Serious,3
FWC Big Key,Pressure,3
Freddie Gibbs,Blackest in the Room,4
Conway the Machine,Jesus Khrysis,1
YoungBoy Never Broke Again,Pop Out,2
YoungBoy Never Broke Again,Rain,7
YoungBoy Never Broke Again,McQueen,3
Lil Baby,Time (feat. Meek Mill),5
Damedot,KEEP IT,5
Damedot,BBL,5
Damedot,UNFORGIVABLE,0
Action Bronson,The Choreographer,1
redveil,pg baby - Remix,1
Ski Mask The Slump God,OOGA BOOGA!,7
Babyface Ray,Nice Guy,2
$NOT,Revenge,7
J. Cole,False Prophets,6
BabyTron,Genesis 1:1,2
BabyTron,Myspace,2
BabyTron,Silly Me,3
BabyTron,Wake Tf Up,3
BabyTron,Drake & Josh (feat. Dougie B),7
BabyTron,15'-16' Curry,0
BabyTron,8th Wonder of the World,4
BabyTron,Can You Swim? (feat. Icewear Vezzo),4
BabyTron,Awful Lotta Yeah,4
BabyTron,Rage Quit,5
BabyTron,AirTron,3
BabyTron,365 Day Grind,4
Kodak Black,Slay Like Santa,5
Kodak Black,I’m So Awesome,0
Kodak Black,Game From Pluto,4
Kodak Black,Hop Out Shoot,3
Kodak Black,Freezing My Pinky,5
BabyTron,Top 2 Not 2,1
GMO Stax,Do It Again (feat. Pooh Shiesty),0
Westside Gunn,FlyGod Jr (feat. DJ Drama),3
Westside Gunn,Super Kick Party,4
Westside Gunn,Shootouts In Soho (feat. A$AP Rocky & Stove God Cooks),6
Westside Gunn,Peppas (feat. Black Star),4
Westside Gunn,Nigo Louis (feat. Westside Pootie),1
Westside Gunn,BDP (feat. Rome Streetz & Stove God Cooks),1
Westside Gunn,"Science Class (feat. Busta Rhymes, Raekwon, Ghostface Killah & Stove God Cooks)",1
Westside Gunn,Mac Don't Stop,1
Westside Gunn,"Red Death (feat. Benny The Butcher, Stove God Cooks, Rome Streetz, Armani Caesar, Jay Worthy, Conway the Machine & Robby Takac)",0
Takeoff,Last Memory,0
JID,2007,6
Baby Keem,a life of pain,0
Baby Keem,killstreaks (with Don Toliver & PinkPantheress),0
Baby Keem,naked freestyle,0
Baby Keem,fine china,6
Baby Keem,highway 95,7
Baby Keem,bank account (with Lil Uzi Vert),3
Drake,Rich Flex,3
Drake,Major Distribution,5
Drake,On BS,5
Drake,BackOutsideBoyz,5
Drake,Privileged Rappers,7
Drake,Spin Bout U,0
Drake,Hours In Silence,6
Drake,Treacherous Twins,3
Drake,Pussy & Millions (feat. Travis Scott),3
Drake,Circo Loco,0
Drake,Middle of the Ocean,1
Drake,Jumbotron Shit Poppin,3
Drake,More M’s,0
21 Savage,3AM on Glenwood,2
N.W.A.,Dope Man,3
Rod Wave,Break My Heart,0
Nas,Ghetto Reporter,1
Nas,Legit,1
Damedot,SINNING,3
Damedot,JUST BCUZ,0
Damedot,TOO MANY GRAMS (feat. Young Will),1
Damedot,SURFBOARD,5
Damedot,SEE THE SUN,2
Damedot,COOKIE CUTTER,2
Damedot,WHERE YO LOYALTY AT,0
Damedot,ONLY RIGHT,2
Nas,Thun,3
Nas,Michael & Quincy,1
Dougie B,"Spinnin (with B-Lovee, Feat. Cordae)",3
Glah4L,STHHRESSED OUT,7
Gucci Mane,Letter to Takeoff,5
Slum Village,Selfish,4
Drake,Lord Knows,4
Dirty Sanchez 47,Maxwell,3
21 Savage,Famous,6
Curren$y,Breakfast,1
JID,8701,2
Mac Miller,Thumbalina,4
JID,Hoodbooger,2
DaBaby,OFF THE RIP,7
The Alchemist,Nobles (feat. Earl Sweatshirt & Navy Blue),0
Cam’ron,Oh Boy,7
NxWorries,Link Up,7
Pharrell Williams,Down In Atlanta,7
Peezy,2 Million Up (feat. Rob49),0
Rod Wave,Got It Right,0
Rod Wave,The Answer Is No,0
MudBaby Ru,Gun Class,3
Fetty Wap,Sweet Yamz,7
Metro Boomin,On Time (with John Legend),6
Metro Boomin,Superhero (Heroes & Villains) [with Future & Chris Brown],3
Metro Boomin,Too Many Nights (feat. Don Toliver & with Future),3
Metro Boomin,Raindrops (Insane) [with Travis Scott],0
Metro Boomin,Umbrella (with 21 Savage & Young Nudy),3
Metro Boomin,Trance (with Travis Scott & Young Thug),5
Metro Boomin,Around Me (feat. Don Toliver),0
Metro Boomin,Metro Spider (with Young Thug),0
Metro Boomin,I Can't Save You (Interlude) [with Future & feat. Don Toliver],0
Metro Boomin,Creepin' (with The Weeknd & 21 Savage),0
Metro Boomin,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],1
Metro Boomin,Walk Em Down (Don't Kill Civilians) [with 21 Savage & feat. Mustafa],0
Babyface Ray,Waves On Every Chain,1
FaZe Kaysan,Plenty,0
Babyface Ray,Wonderful Wayne & Jackie Boy,2
Babyface Ray,Rap Politics,0
Babyface Ray,Brand New Benz,7
Lil Tecca,The Score,6
Metro Boomin,Lock On Me (with Travis Scott & Future),6
Metro Boomin,Feel The Fiyaaaah (with A$AP Rocky & feat. Takeoff),2
Metro Boomin,All The Money (with Gunna) [Bonus],4
Babyface Ray,Crazy World,3
Babyface Ray,Massacre (feat. Doe Boy),2
Babyface Ray,Masterpiece,5
Babyface Ray,Wavy Gang Immortal (feat. Samuel Shabazz & King Hendrick$),1
Babyface Ray,Spill My Cup,7
Babyface Ray,Corner Suite,1
Babyface Ray,Hallelujah (feat. GMO Stax),2
Allstar JR,MMA,5
Icewear Vezzo,One Time (feat. Jeezy),3
Rio Da Yung Og,Speak The Truth,1
Icewear Vezzo,Certified (feat. Future),5
Icewear Vezzo,No Talking (feat. Peezy & G.T.),0
BabyTron,Electric Slide,7
BABYTR0N,DOG $HIT MILITIA CYPHER,1
BABYTR0N,Talking Flagrant,2
StanWill,Dexter,5
Trdee,Odd Future,2
BABYTR0N,Prolly Freestyle,0
Jugg Harden,Jugg Tape Intro,5
Jugg Harden,Still,5
Jugg Harden,Flint Flow,5
Jugg Harden,How You Want It,5
Jugg Harden,Rich Summer,5
Jugg Harden,Chase The Cat,5
Jugg Harden,Reader Writer,5
Jugg Harden,Michigan Flow,5
Jugg Harden,On My Way,7
Jugg Harden,O-Dog,5
Jugg Harden,Vezzo,5
Jugg Harden,D To The OH,5
Jugg Harden,Mediocre,5
Jugg Harden,How To Rob,5
Jugg Harden,Jugg Tape Outro,5
Icewear Vezzo,Pape Talk,7
Icewear Vezzo,RNS,0
Icewear Vezzo,Rob Who,0
Icewear Vezzo,Ain't No Turning Back,7
Icewear Vezzo,Myself,5
Icewear Vezzo,Day 6,0
Icewear Vezzo,Bad Days,5
Icewear Vezzo,Ghost Music,7
Icewear Vezzo,Nobody,2
Icewear Vezzo,See Right Thru Em,7
Icewear Vezzo,Trippin (feat. 2 Chainz),5
wi1burr,Prince of The Mitten 2,1
Lil Durk,Set It Off,3
Lil Durk,Mad Max,3
Lil Durk,Hanging With Wolves,3
Doodie Lo,"ISTG, Pt. 2 (feat. Kodak Black)",2
Thf Zoo,Mad Cuz I'm Rich,3
Lil Durk,Block Is Hot,7
Doodie Lo,Thug Life (feat. Icewear Vezzo),0
Lil Durk,Threats To Everybody,5
Sada Baby,SUKISADA,7
Post Malone,Stay,0
DMX,Intro,0
Rappin' 4-Tay,Playaz Club,5
Rio Da Yung Og,Still Shit Talking,5
Trdee,100 Deep,1
Trdee,Intro,0
Trdee,Too Easy,0
Trdee,Rip $cams,3
Trdee,Ice Trae,0
Trdee,5th Season,5
Trdee,Punching In,7
Trdee,Preaching,3
Trdee,Amen,6
Trdee,Game Over,0
Drego & Beno,Vaxuum Sealed (feat. BabyTron),0
Lando Bando,Cousin Skeeter,5
Lando Bando,2 Liter (feat. Rio Da Yung Og),5
RTB MB,Outro,5
Jugg Harden,Wrist Work,5
Jugg Harden,Chicken Man - Remix,3
Jugg Harden,I Like,5
Jugg Harden,Tariq,7
Jugg Harden,Goat,6
Jugg Harden,BabyTron Flow,5
Jugg Harden,Owe Me Freestyle,6
SSG Splurge,45,5
SSG Splurge,Lexus,6
Jugg Harden,Boondocks,5
Project Pat,Life We Live (feat. Namond Lumpkin & Edgar Fletcher),0
BabyTron,Mr. Hanky,5
Allstar JR,Live Like This,5
YoungBoy Never Broke Again,Black,1
YoungBoy Never Broke Again,Swag On Point,0
YoungBoy Never Broke Again,Bitch Yeah,0
YoungBoy Never Broke Again,Double Cup,2
YoungBoy Never Broke Again,Ride Me,7
YoungBoy Never Broke Again,Same Thang,7
Prince Jefe,Tie Breaker,7
BabyTron,Ricky Henderson,4
D. Savage,Bet,0
Project Pat,Take Da Charge,7
Rio Da Yung Og,R3kless,5
BabyTron,Forever $cams,1
BabyTron,Next Level 2,1
BabyTron,Michigan Ave,3
BabyTron,Gimme Dat (feat. Lil Yachty),2
BabyTron,CatDog,3
BabyTron,Beetleborgs,7
BabyTron,Remote Control,1
BabyTron,RIP Hutch (feat. Remble),5
BabyTron,Mike Amiri Monster,5
BabyTron,Golden Child,1
BabyTron,Euphoria 2,3
BabyTron,Sunday School,3
BabyTron,Zap Zone,2
BabyTron,"Waffle House (feat. Drego & Beno, ShittyBoyz, RMC Mike, BabyFxce E, J1hunnit & Prince Jefe)",3
BabyTron,Mainstream Tron 2,0
BabyTron,100 OVR,1
BabyTron,Za Morant,2
BabyTron,You Would've Thought,5
BabyTron,2 EA$Y,0
BabyTron,Tronalation 28:27,0
2Pac,Old School,3
Black Star,Respiration,2
Meek Mill,Respect the Game,0
Freddie Gibbs,Lakers,4
A$AP Rocky,Same Problems?,6
Three 6 Mafia,Poppin' My Collar (feat. Project Pat),4
Nipsey Hussle,One Take Freestyle,3
WESTSIDE BOOGIE,CAN'T GET OVER YOU (feat. Smino & Teezo Touchdown),6
Cordae,Two Tens (feat. Anderson .Paak),3
Drake,Come Thru,4
Rio Da Yung Og,No Big Homie,5
Lil Yachty,the BLACK seminole.,0
Lil Yachty,running out of time,4
Lil Yachty,pRETTy,4
Lil Yachty,THE zone~,4
Project Pat,If You Ain't From My Hood (feat. Juicy J & DJ Paul),7
T9ine,Snapped,5
Trdee,Bounce Back Champ,7
YN Jay,Perc & Sex,5
Babyface Ray,Ron Artest,5
Lil Wayne,Tha Block Is Hot,7
21 Savage,Darth Vader,6
SZA,Low,0
SZA,Open Arms (feat. Travis Scott),6
BabyTron,Out On Bond,2
BabyTron,A2Z,0
BabyTron,Long Nights,5
Logic,"Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",1
Lil Wayne,Kant Nobody (feat. DMX),2
Dreamville,Adonis Interlude (The Montage) (with J. Cole),2
3zzy,Dumb Nigga,3
Fredo Bang,Federal Raid,3
Wale,The Need to Know (feat. SZA),6
JAY-Z,F*ckwithmeyouknowigotit,3
Luh Tyler,Fat Racks Pt. 2,3
Mike Sherm,Run It,4
Project Pat,North Memphis,4
Project Pat,Represent It (feat. Noreaga & Tear Da Club Up Thugs),2
Project Pat,I Choose You/Pat Reppin' Hypnotize Minds,3
Project Pat,Red Rum,0
Project Pat,Don't Save Her (feat. Crunchy Black),7
Project Pat,Still Ridin' Clean,7
Three 6 Mafia,"Stay Fly (feat. Slim Thug, Trick Daddy & Project Pat) - Remix",3
Johnny Cash,I've Been Everywhere,3
Project Pat,Cheese and Dope,7
"Tyler, The Creator",DOGTOOTH,7
